EXAMIN_DE,EXAMIN_AREA_NM,EXAMIN_AREA_CD,EXAMIN_MRKT_NM,PRDLST_CD,PRDLST_DETAIL_NM,EXAMIN_MRKT_CD,DISTB_STEP,PRDLST_DETAIL_CD,GRAD_CD,PRDLST_NM,DISTB_STEP_SE,EXAMIN_AMT,BFRT_EXAMIN_AMT,STNDRD,GRAD,MONTH
2022-02-05,강원강릉,3214,중앙시장,248,일반,1,소비자가격,1,1,고춧가루,7,14400,0,1KG,상(1등급),2022-02
2022-02-05,충북청주,3300,육거리시장,248,일반,1,소비자가격,1,1,고춧가루,7,12600,0,1KG,상(1등급),2022-02
2022-02-05,전북전주,3500,전주남부시장,248,일반,1,소비자가격,1,1,고춧가루,7,10000,0,1KG,상(1등급),2022-02
2022-02-05,전주,3504,C-유통,248,일반,1,소비자가격,1,1,고춧가루,7,12800,0,1KG,상(1등급),2022-02
2022-02-05,전남순천,3604,역전시장,248,일반,2,소비자가격,1,1,고춧가루,7,11000,0,1KG,상(1등급),2022-02
2022-02-05,경북포항,3700,죽도시장,248,일반,1,소비자가격,1,1,고춧가루,7,11100,0,1KG,상(1등급),2022-02
2022-02-05,경북안동,3724,C-유통,248,일반,1,소비자가격,1,1,고춧가루,7,12800,0,1KG,상(1등급),2022-02
2022-02-05,경남창원,3800,창원상남시장,248,일반,1,소비자가격,1,1,고춧가루,7,12300,0,1KG,상(1등급),2022-02
2022-02-05,경남창원,3804,C-유통,248,일반,2,소비자가격,1,1,고춧가루,7,12800,0,1KG,상(1등급),2022-02
2022-02-05,제주,3900,동문시장,248,일반,1,소비자가격,1,1,고춧가루,7,13300,0,1KG,상(1등급),2022-02
2022-02-06,서울서부,1102,경동시장,212,일반,12,소비자가격,0,1,양배추,7,3660,0,1포기,상(1등급),2022-02
2022-02-06,서울서부,1102,복조리시장,212,일반,13,소비자가격,0,1,양배추,7,3330,0,1포기,상(1등급),2022-02
2022-02-06,서울,1104,B-유통,212,일반,6,소비자가격,0,1,양배추,7,2380,0,1포기,상(1등급),2022-02
2022-02-06,부산,2100,부전시장,212,일반,22,소비자가격,0,1,양배추,7,3000,0,1포기,상(1등급),2022-02
2022-02-06,대구,2200,칠성시장,212,일반,24,소비자가격,0,1,양배추,7,3000,0,1포기,상(1등급),2022-02
2022-02-06,인천,2300,현대시장,212,일반,36,소비자가격,0,1,양배추,7,3330,0,1포기,상(1등급),2022-02
2022-02-06,광주,2401,양동시장,212,일반,21,소비자가격,0,1,양배추,7,3000,0,1포기,상(1등급),2022-02
2022-02-06,대전,2501,역전시장,212,일반,12,소비자가격,0,1,양배추,7,3000,0,1포기,상(1등급),2022-02
2022-02-06,울산,2600,신정시장,212,일반,1,소비자가격,0,1,양배추,7,3160,0,1포기,상(1등급),2022-02
2022-02-06,경기수원,3100,수원지동시장,212,일반,1,소비자가격,0,1,양배추,7,3000,0,1포기,상(1등급),2022-02
2022-02-06,강원춘천,3200,춘천중앙시장,212,일반,1,소비자가격,0,1,양배추,7,4000,0,1포기,상(1등급),2022-02
2022-02-06,강원강릉,3214,중앙시장,212,일반,1,소비자가격,0,1,양배추,7,3330,0,1포기,상(1등급),2022-02
2022-02-06,전북전주,3500,전주남부시장,212,일반,1,소비자가격,0,1,양배추,7,3000,0,1포기,상(1등급),2022-02
2022-02-06,전남순천,3604,역전시장,212,일반,2,소비자가격,0,1,양배추,7,3000,0,1포기,상(1등급),2022-02
2022-02-06,경북포항,3700,죽도시장,212,일반,1,소비자가격,0,1,양배추,7,3000,0,1포기,상(1등급),2022-02
2022-02-06,경남창원,3800,창원상남시장,212,일반,1,소비자가격,0,1,양배추,7,3500,0,1포기,상(1등급),2022-02
2022-02-06,제주,3900,동문시장,212,일반,1,소비자가격,0,1,양배추,7,3000,0,1포기,상(1등급),2022-02
2022-02-06,서울서부,1102,경동시장,212,일반,12,소비자가격,0,2,양배추,7,3000,0,1포기,중(2등급),2022-02
2022-02-06,서울서부,1102,복조리시장,212,일반,13,소비자가격,0,2,양배추,7,2830,0,1포기,중(2등급),2022-02
2022-02-06,서울,1104,E-유통,212,일반,1,소비자가격,0,2,양배추,7,3290,0,1포기,중(2등급),2022-02
2022-02-06,서울,1104,A-유통,212,일반,2,소비자가격,0,2,양배추,7,1990,0,1포기,중(2등급),2022-02
2022-02-06,서울,1104,C-유통,212,일반,3,소비자가격,0,2,양배추,7,2980,0,1포기,중(2등급),2022-02
2022-02-06,서울,1104,F-유통,212,일반,8,소비자가격,0,2,양배추,7,3290,0,1포기,중(2등급),2022-02
2022-02-06,부산,2100,부전시장,212,일반,22,소비자가격,0,2,양배추,7,2500,0,1포기,중(2등급),2022-02
2022-02-06,부산,2104,A-유통,212,일반,1,소비자가격,0,2,양배추,7,1990,0,1포기,중(2등급),2022-02
2022-02-06,서울서부,1102,경동시장,231,월동,12,소비자가격,6,2,무,7,1500,0,1개,중(2등급),2022-02
2022-02-06,서울서부,1102,복조리시장,231,월동,13,소비자가격,6,2,무,7,1500,0,1개,중(2등급),2022-02
2022-02-06,서울,1104,A-유통,231,월동,2,소비자가격,6,2,무,7,1450,0,1개,중(2등급),2022-02
2022-02-06,부산,2100,부전시장,231,월동,22,소비자가격,6,2,무,7,1500,0,1개,중(2등급),2022-02
2022-02-06,부산,2104,A-유통,231,월동,1,소비자가격,6,2,무,7,1450,0,1개,중(2등급),2022-02
2022-02-06,대구,2200,칠성시장,231,월동,24,소비자가격,6,2,무,7,1500,0,1개,중(2등급),2022-02
2022-02-06,대구,2204,A-유통,231,월동,3,소비자가격,6,2,무,7,1450,0,1개,중(2등급),2022-02
2022-02-06,인천,2300,현대시장,231,월동,36,소비자가격,6,2,무,7,1500,0,1개,중(2등급),2022-02
2022-02-06,광주,2401,양동시장,231,월동,21,소비자가격,6,2,무,7,1500,0,1개,중(2등급),2022-02
2022-02-06,광주,2404,A-유통,231,월동,1,소비자가격,6,2,무,7,1450,0,1개,중(2등급),2022-02
2022-02-06,대전,2501,역전시장,231,월동,12,소비자가격,6,2,무,7,1300,0,1개,중(2등급),2022-02
2022-02-06,울산,2600,신정시장,231,월동,1,소비자가격,6,2,무,7,1500,0,1개,중(2등급),2022-02
2022-02-06,울산,2604,A-유통,231,월동,1,소비자가격,6,2,무,7,1450,0,1개,중(2등급),2022-02
2022-02-06,경기수원,3100,수원지동시장,231,월동,1,소비자가격,6,2,무,7,1330,0,1개,중(2등급),2022-02
2022-02-06,경기의정부,3124,A-유통,231,월동,1,소비자가격,6,2,무,7,1450,0,1개,중(2등급),2022-02
2022-02-06,강원춘천,3200,춘천중앙시장,231,월동,1,소비자가격,6,2,무,7,1500,0,1개,중(2등급),2022-02
2022-02-06,강원,3204,E-유통,231,월동,1,소비자가격,6,2,무,7,1490,0,1개,중(2등급),2022-02
2022-02-06,강원강릉,3214,중앙시장,231,월동,1,소비자가격,6,2,무,7,1500,0,1개,중(2등급),2022-02
2022-02-06,강원강릉,3214,A-유통,231,월동,11,소비자가격,6,2,무,7,1450,0,1개,중(2등급),2022-02
2022-02-06,충북청주,3300,육거리시장,231,월동,1,소비자가격,6,2,무,7,1500,0,1개,중(2등급),2022-02
2022-02-06,전북전주,3500,전주남부시장,231,월동,1,소비자가격,6,2,무,7,1330,0,1개,중(2등급),2022-02
2022-02-06,전남순천,3604,A-유통,231,월동,1,소비자가격,6,2,무,7,1450,0,1개,중(2등급),2022-02
2022-02-06,전남순천,3604,역전시장,231,월동,2,소비자가격,6,2,무,7,1330,0,1개,중(2등급),2022-02
2022-02-06,경북포항,3700,죽도시장,231,월동,1,소비자가격,6,2,무,7,1330,0,1개,중(2등급),2022-02
2022-02-06,경남창원,3800,창원상남시장,231,월동,1,소비자가격,6,2,무,7,1500,0,1개,중(2등급),2022-02
2022-02-06,서울서부,1102,서울가락동도매시장,246,대파,11,도매가격,0,1,파,6,1520,0,1KG,상(1등급),2022-02
2022-02-06,부산,2100,부산엄궁농수산도매,246,대파,42,도매가격,0,1,파,6,1800,0,1KG,상(1등급),2022-02
2022-02-06,대구,2200,대구북부도매시장,246,대파,21,도매가격,0,1,파,6,1600,0,1KG,상(1등급),2022-02
2022-02-06,대전,2501,대전오정농수산물도매,246,대파,13,도매가격,0,1,파,6,2000,0,1KG,상(1등급),2022-02
2022-02-06,서울서부,1102,경동시장,246,대파,12,소비자가격,0,1,파,7,2500,0,1KG,상(1등급),2022-02
2022-02-06,서울서부,1102,복조리시장,246,대파,13,소비자가격,0,1,파,7,2500,0,1KG,상(1등급),2022-02
2022-02-06,서울,1104,E-유통,246,대파,1,소비자가격,0,1,파,7,3110,0,1KG,상(1등급),2022-02
2022-02-06,서울,1104,A-유통,246,대파,2,소비자가격,0,1,파,7,2400,0,1KG,상(1등급),2022-02
2022-02-06,서울,1104,C-유통,246,대파,3,소비자가격,0,1,파,7,2580,0,1KG,상(1등급),2022-02
2022-02-06,서울,1104,B-유통,246,대파,6,소비자가격,0,1,파,7,1920,0,1KG,상(1등급),2022-02
2022-02-06,서울,1104,F-유통,246,대파,8,소비자가격,0,1,파,7,3110,0,1KG,상(1등급),2022-02
2022-02-06,부산,2100,부전시장,246,대파,22,소비자가격,0,1,파,7,2300,0,1KG,상(1등급),2022-02
2022-02-06,부산,2104,A-유통,246,대파,1,소비자가격,0,1,파,7,2340,0,1KG,상(1등급),2022-02
2022-02-06,부산,2104,D-유통,246,대파,2,소비자가격,0,1,파,7,3560,0,1KG,상(1등급),2022-02
2022-02-06,대구,2200,칠성시장,246,대파,24,소비자가격,0,1,파,7,2500,0,1KG,상(1등급),2022-02
2022-02-06,대구,2204,C-유통,246,대파,1,소비자가격,0,1,파,7,3040,0,1KG,상(1등급),2022-02
2022-02-06,대구,2204,A-유통,246,대파,3,소비자가격,0,1,파,7,2340,0,1KG,상(1등급),2022-02
2022-02-06,인천,2300,현대시장,246,대파,36,소비자가격,0,1,파,7,2830,0,1KG,상(1등급),2022-02
2022-02-06,인천,2304,E-유통,246,대파,1,소비자가격,0,1,파,7,3110,0,1KG,상(1등급),2022-02
2022-02-06,광주,2401,양동시장,246,대파,21,소비자가격,0,1,파,7,2500,0,1KG,상(1등급),2022-02
2022-02-06,광주,2404,A-유통,246,대파,1,소비자가격,0,1,파,7,2340,0,1KG,상(1등급),2022-02
2022-02-06,광주,2404,C-유통,246,대파,3,소비자가격,0,1,파,7,2560,0,1KG,상(1등급),2022-02
2022-02-06,대전,2501,역전시장,246,대파,12,소비자가격,0,1,파,7,2250,0,1KG,상(1등급),2022-02
2022-02-06,대전,2504,C-유통,246,대파,1,소비자가격,0,1,파,7,3040,0,1KG,상(1등급),2022-02
2022-02-06,대전,2504,E-유통,246,대파,2,소비자가격,0,1,파,7,3110,0,1KG,상(1등급),2022-02
2022-02-06,울산,2600,신정시장,246,대파,1,소비자가격,0,1,파,7,2600,0,1KG,상(1등급),2022-02
2022-02-06,부산,2104,D-유통,212,일반,2,소비자가격,0,2,양배추,7,2990,0,1포기,중(2등급),2022-02
2022-02-06,대구,2200,칠성시장,212,일반,24,소비자가격,0,2,양배추,7,2330,0,1포기,중(2등급),2022-02
2022-02-06,대구,2204,C-유통,212,일반,1,소비자가격,0,2,양배추,7,2980,0,1포기,중(2등급),2022-02
2022-02-06,대구,2204,A-유통,212,일반,3,소비자가격,0,2,양배추,7,1990,0,1포기,중(2등급),2022-02
2022-02-06,인천,2300,현대시장,212,일반,36,소비자가격,0,2,양배추,7,2830,0,1포기,중(2등급),2022-02
2022-02-06,인천,2304,E-유통,212,일반,1,소비자가격,0,2,양배추,7,3290,0,1포기,중(2등급),2022-02
2022-02-06,광주,2401,양동시장,212,일반,21,소비자가격,0,2,양배추,7,2500,0,1포기,중(2등급),2022-02
2022-02-06,광주,2404,A-유통,212,일반,1,소비자가격,0,2,양배추,7,1990,0,1포기,중(2등급),2022-02
2022-02-06,광주,2404,C-유통,212,일반,3,소비자가격,0,2,양배추,7,2980,0,1포기,중(2등급),2022-02
2022-02-06,대전,2501,역전시장,212,일반,12,소비자가격,0,2,양배추,7,2500,0,1포기,중(2등급),2022-02
2022-02-06,대전,2504,E-유통,212,일반,2,소비자가격,0,2,양배추,7,3290,0,1포기,중(2등급),2022-02
2022-02-06,울산,2600,신정시장,212,일반,1,소비자가격,0,2,양배추,7,2000,0,1포기,중(2등급),2022-02
2022-02-06,울산,2604,A-유통,212,일반,1,소비자가격,0,2,양배추,7,1990,0,1포기,중(2등급),2022-02
2022-02-06,세종,2701,C-유통,212,일반,1,소비자가격,0,2,양배추,7,2980,0,1포기,중(2등급),2022-02
2022-02-06,경기수원,3100,수원지동시장,212,일반,1,소비자가격,0,2,양배추,7,2000,0,1포기,중(2등급),2022-02
2022-02-06,경기,3104,B-유통,212,일반,2,소비자가격,0,2,양배추,7,2180,0,1포기,중(2등급),2022-02
2022-02-06,경기의정부,3124,A-유통,212,일반,1,소비자가격,0,2,양배추,7,1990,0,1포기,중(2등급),2022-02
2022-02-06,강원춘천,3200,춘천중앙시장,212,일반,1,소비자가격,0,2,양배추,7,3160,0,1포기,중(2등급),2022-02
2022-02-06,강원,3204,E-유통,212,일반,1,소비자가격,0,2,양배추,7,3290,0,1포기,중(2등급),2022-02
2022-02-06,강원강릉,3214,중앙시장,212,일반,1,소비자가격,0,2,양배추,7,2000,0,1포기,중(2등급),2022-02
2022-02-06,강원강릉,3214,A-유통,212,일반,11,소비자가격,0,2,양배추,7,1990,0,1포기,중(2등급),2022-02
2022-02-06,충북청주,3300,육거리시장,212,일반,1,소비자가격,0,2,양배추,7,2500,0,1포기,중(2등급),2022-02
2022-02-06,전주,3504,C-유통,212,일반,1,소비자가격,0,2,양배추,7,2980,0,1포기,중(2등급),2022-02
2022-02-06,전남순천,3604,A-유통,212,일반,1,소비자가격,0,2,양배추,7,1990,0,1포기,중(2등급),2022-02
2022-02-06,경북포항,3700,죽도시장,212,일반,1,소비자가격,0,2,양배추,7,2160,0,1포기,중(2등급),2022-02
2022-02-06,경북포항,3704,E-유통,212,일반,1,소비자가격,0,2,양배추,7,3290,0,1포기,중(2등급),2022-02
2022-02-06,경북안동,3724,C-유통,212,일반,1,소비자가격,0,2,양배추,7,2500,0,1포기,중(2등급),2022-02
2022-02-06,경남창원,3800,창원상남시장,212,일반,1,소비자가격,0,2,양배추,7,2830,0,1포기,중(2등급),2022-02
2022-02-06,경남창원,3804,C-유통,212,일반,2,소비자가격,0,2,양배추,7,2980,0,1포기,중(2등급),2022-02
2022-02-06,울산,2604,A-유통,246,대파,1,소비자가격,0,1,파,7,2340,0,1KG,상(1등급),2022-02
2022-02-06,세종,2701,C-유통,246,대파,1,소비자가격,0,1,파,7,2580,0,1KG,상(1등급),2022-02
2022-02-06,경기수원,3100,수원지동시장,246,대파,1,소비자가격,0,1,파,7,2500,0,1KG,상(1등급),2022-02
2022-02-06,경기,3104,B-유통,246,대파,2,소비자가격,0,1,파,7,1380,0,1KG,상(1등급),2022-02
2022-02-06,경기의정부,3124,A-유통,246,대파,1,소비자가격,0,1,파,7,2430,0,1KG,상(1등급),2022-02
2022-02-06,강원춘천,3200,춘천중앙시장,246,대파,1,소비자가격,0,1,파,7,2500,0,1KG,상(1등급),2022-02
2022-02-06,강원,3204,E-유통,246,대파,1,소비자가격,0,1,파,7,3110,0,1KG,상(1등급),2022-02
2022-02-06,강원강릉,3214,중앙시장,246,대파,1,소비자가격,0,1,파,7,3000,0,1KG,상(1등급),2022-02
2022-02-06,강원강릉,3214,A-유통,246,대파,11,소비자가격,0,1,파,7,2490,0,1KG,상(1등급),2022-02
2022-02-06,충북청주,3300,육거리시장,246,대파,1,소비자가격,0,1,파,7,2830,0,1KG,상(1등급),2022-02
2022-02-06,청주,3304,B-유통,246,대파,1,소비자가격,0,1,파,7,1480,0,1KG,상(1등급),2022-02
2022-02-06,전북전주,3500,전주남부시장,246,대파,1,소비자가격,0,1,파,7,2180,0,1KG,상(1등급),2022-02
2022-02-06,전주,3504,C-유통,246,대파,1,소비자가격,0,1,파,7,2580,0,1KG,상(1등급),2022-02
2022-02-06,전남순천,3604,A-유통,246,대파,1,소비자가격,0,1,파,7,2340,0,1KG,상(1등급),2022-02
2022-02-06,전남순천,3604,역전시장,246,대파,2,소비자가격,0,1,파,7,2330,0,1KG,상(1등급),2022-02
2022-02-06,경북포항,3700,죽도시장,246,대파,1,소비자가격,0,1,파,7,2060,0,1KG,상(1등급),2022-02
2022-02-06,경북포항,3704,E-유통,246,대파,1,소비자가격,0,1,파,7,3110,0,1KG,상(1등급),2022-02
2022-02-06,경북안동,3724,C-유통,246,대파,1,소비자가격,0,1,파,7,3040,0,1KG,상(1등급),2022-02
2022-02-06,경남창원,3800,창원상남시장,246,대파,1,소비자가격,0,1,파,7,2360,0,1KG,상(1등급),2022-02
2022-02-06,경남창원,3804,C-유통,246,대파,2,소비자가격,0,1,파,7,3040,0,1KG,상(1등급),2022-02
2022-02-06,제주,3900,동문시장,246,대파,1,소비자가격,0,1,파,7,2500,0,1KG,상(1등급),2022-02
2022-02-06,제주,3904,C-유통,246,대파,1,소비자가격,0,1,파,7,3040,0,1KG,상(1등급),2022-02
2022-02-06,서울서부,1102,서울가락동도매시장,246,대파,11,도매가격,0,2,파,6,1220,0,1KG,중(2등급),2022-02
2022-02-06,부산,2100,부산엄궁농수산도매,246,대파,42,도매가격,0,2,파,6,1500,0,1KG,중(2등급),2022-02
2022-02-06,대구,2200,대구북부도매시장,246,대파,21,도매가격,0,2,파,6,1200,0,1KG,중(2등급),2022-02
2022-02-06,대전,2501,대전오정농수산물도매,246,대파,13,도매가격,0,2,파,6,1750,0,1KG,중(2등급),2022-02
2022-02-06,서울서부,1102,경동시장,246,대파,12,소비자가격,0,2,파,7,2000,0,1KG,중(2등급),2022-02
2022-02-06,서울서부,1102,복조리시장,246,대파,13,소비자가격,0,2,파,7,2000,0,1KG,중(2등급),2022-02
2022-02-06,부산,2100,부전시장,246,대파,22,소비자가격,0,2,파,7,2000,0,1KG,중(2등급),2022-02
2022-02-06,대구,2200,칠성시장,246,대파,24,소비자가격,0,2,파,7,2000,0,1KG,중(2등급),2022-02
2022-02-06,인천,2300,현대시장,246,대파,36,소비자가격,0,2,파,7,2330,0,1KG,중(2등급),2022-02
2022-02-06,광주,2401,양동시장,246,대파,21,소비자가격,0,2,파,7,2000,0,1KG,중(2등급),2022-02
2022-02-06,대전,2501,역전시장,246,대파,12,소비자가격,0,2,파,7,1750,0,1KG,중(2등급),2022-02
2022-02-06,울산,2600,신정시장,246,대파,1,소비자가격,0,2,파,7,2100,0,1KG,중(2등급),2022-02
2022-02-06,경기수원,3100,수원지동시장,246,대파,1,소비자가격,0,2,파,7,2000,0,1KG,중(2등급),2022-02
2022-02-06,강원춘천,3200,춘천중앙시장,246,대파,1,소비자가격,0,2,파,7,2000,0,1KG,중(2등급),2022-02
2022-02-06,강원강릉,3214,중앙시장,246,대파,1,소비자가격,0,2,파,7,2500,0,1KG,중(2등급),2022-02
2022-02-06,충북청주,3300,육거리시장,246,대파,1,소비자가격,0,2,파,7,2000,0,1KG,중(2등급),2022-02
2022-02-06,제주,3900,동문시장,212,일반,1,소비자가격,0,2,양배추,7,2000,0,1포기,중(2등급),2022-02
2022-02-06,제주,3904,C-유통,212,일반,1,소비자가격,0,2,양배추,7,2980,0,1포기,중(2등급),2022-02
2022-02-06,강원춘천,3200,춘천중앙시장,248,일반,1,소비자가격,1,1,고춧가루,7,13300,0,1KG,상(1등급),2022-02
2022-02-06,강원강릉,3214,중앙시장,248,일반,1,소비자가격,1,1,고춧가루,7,14400,0,1KG,상(1등급),2022-02
2022-02-06,충북청주,3300,육거리시장,248,일반,1,소비자가격,1,1,고춧가루,7,12600,0,1KG,상(1등급),2022-02
2022-02-06,전북전주,3500,전주남부시장,248,일반,1,소비자가격,1,1,고춧가루,7,10000,0,1KG,상(1등급),2022-02
2022-02-06,전주,3504,C-유통,248,일반,1,소비자가격,1,1,고춧가루,7,12800,0,1KG,상(1등급),2022-02
2022-02-06,전남순천,3604,역전시장,248,일반,2,소비자가격,1,1,고춧가루,7,11000,0,1KG,상(1등급),2022-02
2022-02-06,경북포항,3700,죽도시장,248,일반,1,소비자가격,1,1,고춧가루,7,11100,0,1KG,상(1등급),2022-02
2022-02-06,경북안동,3724,C-유통,248,일반,1,소비자가격,1,1,고춧가루,7,12800,0,1KG,상(1등급),2022-02
2022-02-06,경남창원,3800,창원상남시장,248,일반,1,소비자가격,1,1,고춧가루,7,12300,0,1KG,상(1등급),2022-02
2022-02-06,경남창원,3804,C-유통,248,일반,2,소비자가격,1,1,고춧가루,7,12800,0,1KG,상(1등급),2022-02
2022-02-06,제주,3900,동문시장,248,일반,1,소비자가격,1,1,고춧가루,7,13300,0,1KG,상(1등급),2022-02
2022-02-06,서울서부,1102,경동시장,248,일반,12,소비자가격,0,1,고춧가루,7,34000,0,1KG,상(1등급),2022-02
2022-02-06,서울서부,1102,복조리시장,248,일반,13,소비자가격,0,1,고춧가루,7,36600,0,1KG,상(1등급),2022-02
2022-02-06,서울,1104,E-유통,248,일반,1,소비자가격,0,1,고춧가루,7,29800,0,1KG,상(1등급),2022-02
2022-02-06,서울,1104,A-유통,248,일반,2,소비자가격,0,1,고춧가루,7,33600,0,1KG,상(1등급),2022-02
2022-02-06,서울,1104,C-유통,248,일반,3,소비자가격,0,1,고춧가루,7,27960,0,1KG,상(1등급),2022-02
2022-02-06,서울,1104,B-유통,248,일반,6,소비자가격,0,1,고춧가루,7,28800,0,1KG,상(1등급),2022-02
2022-02-06,서울,1104,F-유통,248,일반,8,소비자가격,0,1,고춧가루,7,29800,0,1KG,상(1등급),2022-02
2022-02-06,부산,2100,부전시장,248,일반,22,소비자가격,0,1,고춧가루,7,30000,0,1KG,상(1등급),2022-02
2022-02-06,부산,2104,A-유통,248,일반,1,소비자가격,0,1,고춧가루,7,33600,0,1KG,상(1등급),2022-02
2022-02-06,부산,2104,D-유통,248,일반,2,소비자가격,0,1,고춧가루,7,34900,0,1KG,상(1등급),2022-02
2022-02-06,대구,2200,칠성시장,248,일반,24,소비자가격,0,1,고춧가루,7,25000,0,1KG,상(1등급),2022-02
2022-02-06,대구,2204,C-유통,248,일반,1,소비자가격,0,1,고춧가루,7,35880,0,1KG,상(1등급),2022-02
2022-02-06,대구,2204,A-유통,248,일반,3,소비자가격,0,1,고춧가루,7,33600,0,1KG,상(1등급),2022-02
2022-02-06,인천,2300,현대시장,248,일반,36,소비자가격,0,1,고춧가루,7,30300,0,1KG,상(1등급),2022-02
2022-02-06,인천,2304,E-유통,248,일반,1,소비자가격,0,1,고춧가루,7,29800,0,1KG,상(1등급),2022-02
2022-02-06,광주,2401,양동시장,248,일반,21,소비자가격,0,1,고춧가루,7,21000,0,1KG,상(1등급),2022-02
2022-02-06,광주,2404,A-유통,248,일반,1,소비자가격,0,1,고춧가루,7,33600,0,1KG,상(1등급),2022-02
2022-02-06,광주,2404,C-유통,248,일반,3,소비자가격,0,1,고춧가루,7,27960,0,1KG,상(1등급),2022-02
2022-02-06,대전,2501,역전시장,248,일반,12,소비자가격,0,1,고춧가루,7,30700,0,1KG,상(1등급),2022-02
2022-02-06,대전,2504,C-유통,248,일반,1,소비자가격,0,1,고춧가루,7,35880,0,1KG,상(1등급),2022-02
2022-02-06,서울서부,1102,경동시장,256,일반,12,소비자가격,0,1,파프리카,7,2160,0,200G,상(1등급),2022-02
2022-02-06,서울서부,1102,복조리시장,256,일반,13,소비자가격,0,1,파프리카,7,2100,0,200G,상(1등급),2022-02
2022-02-06,서울,1104,E-유통,256,일반,1,소비자가격,0,1,파프리카,7,1990,0,200G,상(1등급),2022-02
2022-02-06,서울,1104,A-유통,256,일반,2,소비자가격,0,1,파프리카,7,2490,0,200G,상(1등급),2022-02
2022-02-06,서울,1104,C-유통,256,일반,3,소비자가격,0,1,파프리카,7,1660,0,200G,상(1등급),2022-02
2022-02-06,서울,1104,B-유통,256,일반,6,소비자가격,0,1,파프리카,7,1990,0,200G,상(1등급),2022-02
2022-02-06,서울,1104,F-유통,256,일반,8,소비자가격,0,1,파프리카,7,1990,0,200G,상(1등급),2022-02
2022-02-06,부산,2100,부전시장,256,일반,22,소비자가격,0,1,파프리카,7,1700,0,200G,상(1등급),2022-02
2022-02-06,부산,2104,A-유통,256,일반,1,소비자가격,0,1,파프리카,7,2490,0,200G,상(1등급),2022-02
2022-02-06,부산,2104,D-유통,256,일반,2,소비자가격,0,1,파프리카,7,1990,0,200G,상(1등급),2022-02
2022-02-06,대구,2200,칠성시장,256,일반,24,소비자가격,0,1,파프리카,7,2000,0,200G,상(1등급),2022-02
2022-02-06,대구,2204,C-유통,256,일반,1,소비자가격,0,1,파프리카,7,2190,0,200G,상(1등급),2022-02
2022-02-06,대구,2204,A-유통,256,일반,3,소비자가격,0,1,파프리카,7,2490,0,200G,상(1등급),2022-02
2022-02-06,인천,2300,현대시장,256,일반,36,소비자가격,0,1,파프리카,7,2330,0,200G,상(1등급),2022-02
2022-02-06,인천,2304,E-유통,256,일반,1,소비자가격,0,1,파프리카,7,1990,0,200G,상(1등급),2022-02
2022-02-06,광주,2401,양동시장,256,일반,21,소비자가격,0,1,파프리카,7,2000,0,200G,상(1등급),2022-02
2022-02-06,광주,2404,A-유통,256,일반,1,소비자가격,0,1,파프리카,7,2490,0,200G,상(1등급),2022-02
2022-02-06,광주,2404,C-유통,256,일반,3,소비자가격,0,1,파프리카,7,1660,0,200G,상(1등급),2022-02
2022-02-06,대전,2501,역전시장,256,일반,12,소비자가격,0,1,파프리카,7,2000,0,200G,상(1등급),2022-02
2022-02-06,대전,2504,C-유통,256,일반,1,소비자가격,0,1,파프리카,7,2190,0,200G,상(1등급),2022-02
2022-02-06,대전,2504,E-유통,256,일반,2,소비자가격,0,1,파프리카,7,1990,0,200G,상(1등급),2022-02
2022-02-06,울산,2600,신정시장,256,일반,1,소비자가격,0,1,파프리카,7,1830,0,200G,상(1등급),2022-02
2022-02-06,대전,2504,E-유통,248,일반,2,소비자가격,0,1,고춧가루,7,29800,0,1KG,상(1등급),2022-02
2022-02-06,울산,2600,신정시장,248,일반,1,소비자가격,0,1,고춧가루,7,30000,0,1KG,상(1등급),2022-02
2022-02-06,울산,2604,A-유통,248,일반,1,소비자가격,0,1,고춧가루,7,33600,0,1KG,상(1등급),2022-02
2022-02-06,세종,2701,C-유통,248,일반,1,소비자가격,0,1,고춧가루,7,27960,0,1KG,상(1등급),2022-02
2022-02-06,경기수원,3100,수원지동시장,248,일반,1,소비자가격,0,1,고춧가루,7,32000,0,1KG,상(1등급),2022-02
2022-02-06,경기,3104,B-유통,248,일반,2,소비자가격,0,1,고춧가루,7,29000,0,1KG,상(1등급),2022-02
2022-02-06,경기의정부,3124,A-유통,248,일반,1,소비자가격,0,1,고춧가루,7,33600,0,1KG,상(1등급),2022-02
2022-02-06,강원춘천,3200,춘천중앙시장,248,일반,1,소비자가격,0,1,고춧가루,7,30000,0,1KG,상(1등급),2022-02
2022-02-06,강원,3204,E-유통,248,일반,1,소비자가격,0,1,고춧가루,7,29800,0,1KG,상(1등급),2022-02
2022-02-06,강원강릉,3214,중앙시장,248,일반,1,소비자가격,0,1,고춧가루,7,30500,0,1KG,상(1등급),2022-02
2022-02-06,강원강릉,3214,A-유통,248,일반,11,소비자가격,0,1,고춧가루,7,33600,0,1KG,상(1등급),2022-02
2022-02-06,충북청주,3300,육거리시장,248,일반,1,소비자가격,0,1,고춧가루,7,27300,0,1KG,상(1등급),2022-02
2022-02-06,청주,3304,B-유통,248,일반,1,소비자가격,0,1,고춧가루,7,29000,0,1KG,상(1등급),2022-02
2022-02-06,전북전주,3500,전주남부시장,248,일반,1,소비자가격,0,1,고춧가루,7,24600,0,1KG,상(1등급),2022-02
